Timestamp,Name,Department,Which digital learning tools do you use regularly?,Which device do you primarily use to access these tools?,"On average, how many hours per week do you spend using digital learning tools?",Do you feel that digital learning tools have helped improve your grades or academic performance?,In what ways have digital learning tools influenced your learning experience?,Which specific digital tools do you believe have contributed the most to your academic success?,Have you noticed any changes in your academic performance since you started using digital learning tools?,How engaged do you feel during online classes or while using digital learning tools compared to traditional classroom settings?,Do digital learning tools encourage you to participate more actively in your studies?,What challenges do you face when using digital learning tools?,What improvements or features would you like to see in the digital learning tools you use?,How do you track your study habits and performance when using digital tools?
2024-09-28 15:22:55,User_9101,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Yes,Enhanced understanding of subjects,"Youtube , Notion",Slight improvement,Less engaged,Yes,"Technical issues, Distractions",Free Availability ,Self-tracking
2024-09-28 15:22:55,User_3184,AIDS,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,More than 20 hours,Yes,"Enhanced understanding of subjects, Increased engagement, More efficient study habits",YouTube ,Significant improvement,Equally engaged,Yes,"Lack of interaction, Distractions",Interactive sessions,Self-tracking
2024-09-28 15:22:55,User_2237,Artificial intelligence and machine learning ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,Enhanced understanding of subjects,Online tutorials,Significant improvement,Equally engaged,Yes,"Technical issues, Lack of interaction, Distractions",Interactive quizzes,Self-tracking
2024-09-28 15:22:55,User_2534,Artificial intelligence and data science ,"Learning Management System (e.g., Moodle, Google Classroom), Online Tutorials",Laptop,7-10 hours,Yes,Enhanced understanding of subjects,Taking notes,Slight improvement,Less engaged,Sometimes,"Technical issues, Lack of interaction, Distractions",Personalised learning & user interface ,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:55,User_5778,ECE,"Video Conferencing Tools (e.g., Zoom, Google Meet)",Laptop,4-6 hours,Yes,"Increased engagement, Option ,Better time management",Youtube...anatomy learning app,Slight improvement,Equally engaged,Yes,Overwhelming amount of tools,Yes ,Self-tracking
2024-09-28 15:22:55,User_1551,ECE,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,4-6 hours,Unsure,"Enhanced understanding of subjects, Increased engagement",Coursera,Slight improvement,Equally engaged,No,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools",Activity based,Self-tracking
2024-09-28 15:22:55,User_7253,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), E-books, Online Tutorials",Laptop,More than 20 hours,Yes,Enhanced understanding of subjects,Coursera,No change,Equally engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Personalized training,Self-tracking
2024-09-28 15:22:55,User_1936,ECE,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Unsure,"Enhanced understanding of subjects, More efficient study habits",Chat gpt .,Slight improvement,Equally engaged,Sometimes,"Technical issues, Distractions",Once we login example to access any online class we must not able to get other notifications which may cause distractions.,Self-tracking
2024-09-28 15:22:55,User_4637,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,7-10 hours,Yes,"Option ,Better time management, More efficient study habits","Youtube, NesoAcademy",Slight improvement,More Engaged,Yes,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools, Difficulty in using tools",None,Self-tracking
2024-09-28 15:22:55,User_4242,Pharmacology,E-books,Smartphone,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits","google, youtube , chatgpt",Slight improvement,Equally engaged,Yes,"Technical issues, Lack of interaction, Distractions",Virtual reality ,Self-tracking
2024-09-28 15:22:55,User_4078,Computer science and Engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,1-3 hours,Unsure,Enhanced understanding of subjects,Zoom,Slight improvement,Equally engaged,No,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools, Difficulty in using tools",None,Self-tracking
2024-09-28 15:22:55,User_9178,It,"Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,Yes,Enhanced understanding of subjects,YouTube ,Significant improvement,Equally engaged,Yes,"Distractions, Overwhelming amount of tools, Difficulty in using tools",Noclue,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:55,User_6317,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,11-15 hours,Yes,Enhanced understanding of subjects,Youtube,Slight improvement,More Engaged,Sometimes,None,None,I don’t track
2024-09-28 15:22:55,User_8557,Artificial intelligence and machine learning ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Youtube,No change,Equally engaged,Yes,"Technical issues, Lack of interaction, Distractions",Interactive quizzes,Self-tracking
2024-09-28 15:22:55,User_7249,Computer science engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,No,"Enhanced understanding of subjects, Increased engagement",Online tutorials,Slight improvement,Less engaged,Sometimes,Technical issues,None,Self-tracking
2024-09-28 15:22:55,User_3782,ECE ,"Learning Management System (e.g., Moodle, Google Classroom)",Smartphone,More than 20 hours,Unsure,"Enhanced understanding of subjects, Increased engagement",Youtube,Slight improvement,More Engaged,No,Lack of interaction,More communicable ,Self-tracking
2024-09-28 15:22:55,User_2978,Mechanical ,"Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Smartphone,7-10 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management","Instagram, Youtube, LinkedIn, ",Slight improvement,More Engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Accountability from the platform . ,Self-tracking
2024-09-28 15:22:55,User_3900,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",Online tutorials,Slight improvement,Less engaged,Sometimes,None,None,I don’t track
2024-09-28 15:22:55,User_4259,EEE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet)",Desktop,4-6 hours,Yes,"Enhanced understanding of subjects, Increased engagement",YouTube ,Slight improvement,More Engaged,Sometimes,"Technical issues, Distractions",Not idea,I don’t track
2024-09-28 15:22:55,User_3791,It,"Educational Apps (e.g., Khan Academy, Coursera)",Laptop,1-3 hours,Yes,"Enhanced understanding of subjects, Increased engagement",Zoom and Google,Slight improvement,More Engaged,Yes,"Distractions, Overwhelming amount of tools, Difficulty in using tools",Noclue,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:55,User_5887,Computer science and Engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,1-3 hours,Unsure,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management",Notion and youtube ,Slight improvement,More Engaged,No,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools, Difficulty in using tools",None,Self-tracking
2024-09-28 15:22:55,User_2606,EEE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet)",Desktop,4-6 hours,Yes,"Option ,Better time management",Chat gpt .,Slight improvement,Equally engaged,Sometimes,"Technical issues, Distractions",Not idea,I don’t track
2024-09-28 15:22:55,User_2335,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,Enhanced understanding of subjects,"Instagram, Youtube, LinkedIn, ",Significant improvement,Equally engaged,Yes,Technical issues,No,Through app usage statistics
2024-09-28 15:22:55,User_9285,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,More than 20 hours,Yes,"Enhanced understanding of subjects, Increased engagement, More efficient study habits",Youtube,Slight improvement,Equally engaged,Yes,"Overwhelming amount of tools, Difficulty in using tools","Better tools for managing assets and resources within large projects, including AI-driven suggestions for optimization and organization and made them as convenient to use for the users",Through app usage statistics
2024-09-28 15:22:55,User_6898,AI&DS,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,7-10 hours,Yes,More efficient study habits,YouTube & chatgpt,Slight improvement,Equally engaged,Yes,"Lack of interaction, Distractions",Obstacles happening coz of premium content should be minimized,"Through app usage statistics, Self-tracking"
2024-09-28 15:22:55,User_4534,AIML,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,More than 20 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",Google ,Slight improvement,Less engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Easy to use apps,"Self-tracking, I don’t track"
2024-09-28 15:22:55,User_3181,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,More than 20 hours,Yes,"Enhanced understanding of subjects, Increased engagement, Option ,Better time management, More efficient study habits",Chat GPT,Slight improvement,Less engaged,Yes,"Overwhelming amount of tools, Difficulty in using tools","Better tools for managing assets and resources within large projects, including AI-driven suggestions for optimization and organization and made them as convenient to use for the users",Through app usage statistics
2024-09-28 15:22:55,User_8227,ECE,"Learning Management System (e.g., Moodle, Google Classroom), Online Tutorials",Smartphone,1-3 hours,Yes,Enhanced understanding of subjects,Coursera,Slight improvement,Equally engaged,Sometimes,Technical issues,"Better audio/video quality 

",Self-tracking
2024-09-28 15:22:55,User_9893,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), E-books, Online Tutorials",Laptop,More than 20 hours,Yes,"Option ,Better time management","Instagram, Youtube, LinkedIn, ",Significant improvement,More Engaged,Yes,"Lack of interaction, Distractions, Overwhelming amount of tools",Personalized training,Self-tracking
2024-09-28 15:22:55,User_5320,ECE,Online Tutorials,Smartphone,1-3 hours,Yes,More efficient study habits,Online learning platform like coursera etc,Slight improvement,Less engaged,Yes,"Technical issues, Distractions, Difficulty in using tools",Proper internet connection ,Self-tracking
2024-09-28 15:22:55,User_8041,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,11-15 hours,Yes,"Enhanced understanding of subjects, Increased engagement",Youtube,Significant improvement,Equally engaged,Yes,Technical issues,No,Through app usage statistics
2024-09-28 15:22:55,User_5077,CSE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Yes,"Enhanced understanding of subjects, Option ,Better time management",May be some apps,Significant improvement,Equally engaged,Yes,"Technical issues, Distractions",Free Availability ,Self-tracking
2024-09-28 15:22:55,User_2909,Ai-ds,"Learning Management System (e.g., Moodle, Google Classroom), Educational Apps (e.g., Khan Academy, Coursera), Online Tutorials",Laptop,4-6 hours,Unsure,Enhanced understanding of subjects,Leetcode and sololearn,Slight improvement,Equally engaged,Sometimes,"Technical issues, Lack of interaction, Distractions",Interaction and engagement for doubt clearance and to bring competition so that it could motivate,I don’t track
2024-09-28 15:22:55,User_3484,Computer science and Engineering ,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Laptop,1-3 hours,Unsure,"Option ,Better time management","instagram,linkedin",Slight improvement,Less engaged,No,"Technical issues, Lack of interaction, Distractions, Overwhelming amount of tools, Difficulty in using tools",None,Self-tracking
2024-09-28 15:22:55,User_8892,ECE,"Learning Management System (e.g., Moodle, Google Classroom), Video Conferencing Tools (e.g., Zoom, Google Meet), Educational Apps (e.g., Khan Academy, Coursera), E-books, Online Tutorials",Smartphone,1-3 hours,Yes,Enhanced understanding of subjects,May be some apps,Slight improvement,Equally engaged,Sometimes,"Technical issues, Distractions",No distraction with other topic content,Self-tracking
